社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
PWIMRH1,薄田,将之,ヒロダ,マサノ,1999年8月11日,2007年7月1日,5,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
TRW44WS,青柳,啓子,アオヤナギ,ケイコ,1983年8月24日,2007年2月15日,552,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
6P0YZS2,冨安,光一郎,トミヤス,コウイチロウ,1979年8月4日,2021年3月6日,557,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
A1DY2T4,岡田,寛之,オカダ,タカノ,1980年10月10日,2015年11月7日,283,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
TSOEFSJ,上原,香織,ウエハラ,カオリ,1977年10月19日,2010年12月25日,479,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
EW6JDBW,大竹,公,オオタケ,コウ,1991年11月6日,2010年3月28日,169,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
JEDK2LI,中村,裕貴,ナカムラ,ユウキ,1996年1月1日,2007年5月5日,162,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
YDC7M6Y,五味,仁,ゴミ,ジン,1975年12月3日,2008年7月24日,456,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
N493Y58,飯塚,正浩,イイヅカ,マサハル,1987年10月18日,2010年9月13日,389,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
6C2G7WW,服部,良太,ハットリ,リョウタ,1978年8月1日,2019年3月13日,597,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
PMX3H5D,坂口,敬子,サカグチ,ケイコ,1990年10月7日,2021年8月12日,516,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
6AUWTSZ,西村,隆信,ニシムラ,タカノブ,1992年1月4日,2013年3月1日,449,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
05HDUJW,山田,光代,ヤマダ,ミツヨ,1984年9月21日,2006年5月4日,46,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
X1CH6CW,安達,美乃里,アダチ,ミノリ,1978年6月1日,2010年10月21日,324,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
0CU6X3C,荒澤,力也,アラサワ,リキヤ,1977年8月25日,2011年1月13日,110,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
ZUB41QW,平岩,敬之,ヒライワ,ケイノ,1978年5月30日,2021年10月10日,263,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
X8G9J9M,宮本,健太郎,ミヤモト,ケンタロウ,1987年4月6日,2022年7月8日,573,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
XZH6JIK,永田,英幸,ナガタ,ヒデサチ,1996年12月21日,2018年1月21日,315,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
UVMGX61,南,あゆみ,ミナミ,アユミ,1990年2月20日,2024年1月10日,286,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
V5DQCFH,門田,当,モンダ,アタル,1993年9月26日,2019年11月1日,57,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
LW7LLAL,末廣,晶,マツヒロ,アキラ,1986年11月25日,2016年5月28日,85,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
17ZOQRV,山崎,秀輝,ヤマザキ,ヒデテル,1994年3月11日,2018年5月17日,148,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
JB528K3,神宮寺,大貴,ジングウジ,ダイキ,1976年5月16日,2023年6月26日,147,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
NOHP3W1,中村,秀弥,ナカムラ,シュウヤ,1974年10月29日,2019年5月9日,511,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
SJMI0DL,草野,早紀,クサノ,ソウキ,1985年4月6日,2022年12月10日,69,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
0MGVYFR,飯島,千鶴,イイジマ,チヅル,1975年7月8日,2007年5月3日,354,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8JZKLF0,朝日,ゆず,アサヒ,ユズ,1996年12月21日,2023年10月18日,512,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
SQKA0L9,渡辺,義雄,ワタナベ,ヨシオ,2009年12月30日,2041年5月5日,412,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
ZAXGPQO,吉岡,幸彦,ヨシオカ,サチヒコ,2006年6月25日,2032年5月18日,22,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
3QV57FS,藤,豊,フジ,ユタカ,2011年3月23日,2042年8月2日,88,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
JWY5MV6,田坂,正人,タサカ,マサト,2005年6月4日,2026年6月13日,37,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
A7D0IT1,山川,宣夫,ヤマカワ,ノリオ,1991年10月8日,2020年3月22日,272,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
2IURBMD,永井,英俊,ナガイ,ヒデトシ,1978年7月31日,2000年9月27日,437,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
0SJI8K4,工藤,加織,クドウ,カオリ,1974年11月7日,2002年1月18日,437,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
7STNF5R,峯尾,宏之,ミネオ,ヒロノリ,1961年7月31日,1988年10月6日,49,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
BPE4AHQ,大澤,昂平,オオサワ,コウヘイ,1988年10月25日,2017年6月10日,580,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
G5PAD0I,白澤,由美子,シラサワ,ユミコ,2008年3月31日,2030年9月12日,428,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
K9KOKNL,神谷,志帆,カミヤ,シホ,2010年5月28日,2040年3月14日,202,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
I3JVLPD,上村,春樹,ウエムラ,ハルキ,2014年2月1日,2046年10月21日,222,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
U1XDS0U,竹内,学,タケウチ,マナブ,2005年12月27日,2033年3月29日,582,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
GKNMCFD,横川,里佳,ヨコカワ,リカ,1972年12月11日,2004年11月24日,454,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
ZDER3Z2,横尾,康,ヨコオ,タカ,2012年6月21日,2042年9月6日,321,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
GV6O2B7,中島,一樹,ナカジマ,カズキ,1976年6月12日,2001年4月26日,210,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
GCD9KDV,駒場,志保,コマバ,シホ,2005年7月22日,2035年9月27日,249,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
HABYIGK,岡田,あみ,オカダ,アミ,1985年8月12日,2014年5月17日,475,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
JU6LUA8,岡野,俊,オカノ,シュン,1961年10月23日,1983年6月28日,170,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
6OAYH2B,佐野,大輝,サノ,ダイキ,1981年10月31日,2002年5月20日,563,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
M8GH9OV,中島,雅彦,ナカジマ,マサヒコ,1960年12月12日,1980年8月14日,55,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
VW784BH,竹本,雪子,タケモト,ユキコ,2012年4月15日,2037年8月14日,254,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
2CRMMKC,宮野,裕子,ミヤノ,ユウコ,1979年7月14日,2009年9月18日,393,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
IR4F8YO,藤野,利恵,フジノ,リエ,1984年4月10日,2011年1月16日,517,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
4EO4GN7,田中,貴子,タナカ,マサコ,2007年5月12日,2028年5月3日,547,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
7JT59D5,鳥居真,菜美,トリイマ,ナミ,1970年4月6日,2000年3月26日,541,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
VDOP8FK,田中,千絵,タナカ,チエ,1969年6月15日,1997年4月26日,511,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
EW19YKM,相田,一郎,アイダ,イチロウ,1981年5月23日,2008年10月3日,275,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
NFQ0LU7,菊池,雄一,キクチ,ユウイチ,2009年4月15日,2030年1月23日,387,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
I5KNV78,奥,歩,オク,アユム,1985年10月21日,2016年3月4日,193,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
ALQTGPW,細矢,聡子,ホソヤ,サトコ,2014年8月16日,2037年5月13日,324,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
VVTU3RE,近藤,香織,コンドウ,カオリ,2010年11月22日,2039年12月8日,575,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
75HVQ39,秋山,淳二,アキヤマ,ジュンジ,2006年2月4日,2037年8月26日,326,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
0375A9O,辻村,美帆子,ツジムラ,ミホコ,1967年7月20日,1997年5月24日,165,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
A6VMUNX,佐藤,華代,サトウ,カヨ,1962年4月13日,1985年6月18日,297,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
3QW1VC7,江森,博文,エモリ,ヒロフミ,1996年11月8日,2028年5月11日,484,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
J01XNE4,原口,亮,ハラグチ,リョウ,1990年11月6日,2015年2月18日,585,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
73IM074,菅原,博正,スガワラ,マサタダ,2013年1月10日,2039年3月13日,318,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
XC3609S,吉川,あずみ,イシカワ,アズミ,2002年6月2日,2033年8月7日,168,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
DTFIHLV,橘,隆,タチバナ,タカシ,1971年12月3日,1993年3月30日,21,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
3ZXN777,津田,達雄,ツダ,タチオ,1978年11月15日,2011年6月24日,367,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
SHIJJTP,上田,将洋,ウエダ,マサヒロ,1973年7月7日,2001年9月21日,312,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
NS6IPL3,稲葉,俊幸,イナバ,ヒロユキ,1998年6月30日,2023年6月16日,93,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
FQPTKH7,森脇,慎一,モリワキ,シンイチ,1991年6月29日,2014年2月2日,311,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
898EJS7,井之上,直樹,イノウエ,ナオキ,1979年7月29日,2002年3月5日,354,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
69VPGRA,岩本,英祐,イワモト,エイジ,2009年8月17日,2029年2月19日,274,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
XD71MM1,坂井,聡,サカイ,サトル,1965年9月20日,1991年6月23日,466,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
11NLG9Z,佐藤,千恵,サトウ,チエ,1973年11月12日,1998年7月9日,519,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
SOEMLQP,藤井,亮輔,フジイ,リョウスケ,1971年8月13日,1991年12月21日,116,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
RUZCHXH,小泉,祥子,コイズミ,ヒロコ,1980年6月4日,2006年9月5日,125,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
7O0NBOS,石田,悠里,イシダ,ユウリ,2009年8月7日,2040年5月24日,389,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
BEU0V21,川田,一之,カワダ,カズノリ,1975年10月21日,2001年12月6日,469,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
YEHKHB4,日置,竜介,ヒオキ,リュウスケ,2007年5月21日,2026年10月13日,20,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
FC8P388,梶,瑞穂,カジ,ミズホ,2011年4月6日,2042年5月31日,291,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
H40TG4Z,染谷,大輔,ソメヤ,ダイスケ,1992年9月1日,2020年2月10日,251,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
DNPF7T2,山下,拓,ヤマシタ,タク,1963年8月6日,1988年1月26日,532,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
9F0E6E3,宮,久子,ミヤ,ヒサコ,1996年9月23日,2019年3月12日,555,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
MQAUZCN,宮崎,瑞穂,ミヤサキ,ミズホ,1964年7月4日,1992年3月28日,522,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
GUNC1I1,金,達,キン,タツル,1974年12月12日,2000年11月5日,503,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
79YUP3P,坂本,梨沙,サカモト,リサ,1994年6月29日,2025年3月22日,348,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
O899XO2,岡田,彰久,オカダ,アキヒサ,2005年7月20日,2028年1月16日,271,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
RSLM5WC,喜多村,多恵,キタムラ,タエ,1997年7月27日,2025年9月16日,105,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
PSMYLPT,小林,あかね,コバヤシ,アカネ,1979年12月19日,2009年6月13日,88,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
G8718WV,木村,俊彦,キムラ,トシヒコ,1962年11月17日,1992年8月11日,332,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
NBU4503,松本,圭一郎,マツモト,ケイイチロウ,1991年5月7日,2010年11月9日,288,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
NHJVFED,小室,正太,コムロ,ショウタ,1994年5月22日,2021年1月14日,159,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
202N03M,丹羽,清香,タンバ,キヨカ,1987年1月22日,2006年3月23日,563,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
LM932BV,山田,修一,ヤマダ,シュウイチ,1966年6月20日,1992年10月3日,361,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
MXGDL2E,熊谷,大樹,クマタニ,ダイキ,1991年3月20日,2010年8月5日,406,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
4J05QRI,大島,俊成,オシマ,トシナリ,1971年6月6日,1997年3月1日,53,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
6310155,小坂,良太,コサカ,リョウタ,1989年3月23日,2020年9月20日,53,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
J0P27BK,宇根,浩史,ウネ,ヒロシ,1988年11月9日,2018年5月17日,452,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
2FAQ4H2,竹村,高,タケムラ,タカ,1966年2月24日,1987年11月11日,525,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
YP364TA,尾池,学,オイケ,マナブ,2005年6月11日,2029年5月1日,500,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
